,0,1,2,3,4,5,6,7,8,9
0,1.0000000000000007,0.035440800668492076,0.021718727346387405,0.030813232643517662,0.052065902667352504,0.07895018001133565,0.06078642279529731,0.10336703006714648,0.11482270624931494,0.007015322569485794
1,0.035440800668492076,0.9999999999999968,0.010462095954503035,0.041467311663323896,0.03825930598386955,0.02695456113401616,0.10100861705281484,0.02313281390694516,0.039972182683586,0.03789833565464987
2,0.021718727346387405,0.010462095954503035,0.9999999999999994,0.01094543811689091,0.008483906453347812,0.010153727563828659,0.017887190158981926,0.010563736723269193,0.012645824458518943,0.0041940256358392325
3,0.030813232643517662,0.041467311663323896,0.01094543811689091,1.0000000000000013,0.10625026324578196,0.05297779138074985,0.03311394596253667,0.016351892242019272,0.015844925598494652,0.006549243157284905
4,0.052065902667352504,0.03825930598386955,0.008483906453347812,0.10625026324578196,1.0000000000000442,0.05615615131020568,0.05489793903570124,0.016892776341469955,0.02058365022253599,0.008277227809566617
5,0.07895018001133565,0.02695456113401616,0.010153727563828659,0.05297779138074985,0.05615615131020568,0.9999999999999846,0.05745993980122387,0.043307226722944916,0.061967282018953185,0.017692520450139138
6,0.06078642279529731,0.10100861705281484,0.017887190158981926,0.03311394596253667,0.05489793903570124,0.05745993980122387,0.999999999999998,0.043253836793218293,0.06400918825429641,0.01938305807403488
7,0.10336703006714648,0.02313281390694516,0.010563736723269193,0.016351892242019272,0.016892776341469955,0.043307226722944916,0.043253836793218293,1.0000000000000562,0.14745247650741664,0.008609117391871106
8,0.11482270624931494,0.039972182683586,0.012645824458518943,0.015844925598494652,0.02058365022253599,0.061967282018953185,0.06400918825429641,0.14745247650741664,1.0000000000000453,0.013657745529088952
9,0.007015322569485794,0.03789833565464987,0.0041940256358392325,0.006549243157284905,0.008277227809566617,0.017692520450139138,0.01938305807403488,0.008609117391871106,0.013657745529088952,1.000000000000007
